,submission_id,group,StimID,AnswerCertainty,AnswerPolarity,ContextType,attention_score,reasoning_score,posterior_confidence,prior_confidence,posterior_sliderResponse,prior_sliderResponse,relevance_sliderResponse,first_order_belief_change,second_order_belief_change,entropy_change,kl_utility,bayes_factor_utility,beta_kl_utility,beta_entropy_change,beta_bayes_factor_utility,pure_second_order_belief_change,prior_beta_for_kl_a,prior_beta_for_kl_b,posterior_beta_for_kl_a,posterior_beta_for_kl_b,prior_beta_for_entropy_a,prior_beta_for_entropy_b,posterior_beta_for_entropy_a,posterior_beta_for_entropy_b,prior_beta_for_bf_a,prior_beta_for_bf_b,posterior_beta_for_bf_a,posterior_beta_for_bf_b,prior_beta_for_2nd_order_change_a,prior_beta_for_2nd_order_change_b,posterior_beta_for_2nd_order_change_a,posterior_beta_for_2nd_order_change_b
21,3012,helpful,4,low_certainty,negative,positive,1.0,0.625,4,2,0.19,0.55,0.7000000000000001,0.36,2,0.2913029941,0.5977698474,0.8080808081,0.8872539123000001,1.811e-07,6.7118775278000005,16.9586706552,5.7952400729,4.9233782415,8.037177321,31.0005980528,1.0003346693,1.0002738204,1.0001776003,1.0007571379,3.2105757921,2.8086529208,157.5850723102,668.5468872173,2.4565834389,2.1917500863,4.7253307943,16.8816733861
22,3012,helpful,6,high_certainty,negative,neutral,1.0,0.625,6,3,0.04,0.35000000000000003,0.97,0.31,3,0.6917758663,0.6153369946,0.9226190476,0.9991936224,6.187e-07,11.637945438300001,90.4147558146,7.4594552324,12.9961311458,6.6071057871,135.5705388895,1.0002700626,1.0005015447,1.0000504416,1.0012105983,24.9810242575,45.5361879068,4536.3450327169,108849.2807852057,3.8076315134,6.2141728107,4.9374624055,95.4990977332
23,3012,helpful,8,high_certainty,positive,positive,1.0,0.625,5,4,0.97,0.8300000000000001,0.91,0.14,1,0.46331292090000004,0.2806374881,0.8489993936,0.9832068383,3.1040000000000003e-07,9.0886552519,24.9776840205,31.7413535602,7.2964218135,71.3253187065,3.1750098569,1.0007758327,1.0001589055,1.0010649459,1.0000329365,685.0295264078,141.1024331197,9387.1111409545,291.2920971429,17.2738134697,4.3331907107,44.2471475549,2.337540646
24,3012,helpful,10,exhaustive,negative,neutral,1.0,0.625,7,3,0.0,0.6900000000000001,1.0,0.6900000000000001,4,0.8931734584000001,0.9795666243000001,1.0,1.0,9.241000000000001e-07,14.0994672001,206.519359781,13.734354601,6.7212317772,1.0,270.3341408767,1.000532409,1.0002391983,1.0,1.0014242107,48.2768763934,22.2403357709,1.0,1328348.2974869297,6.5350449836,3.4867593405,1.0,215.5411641051
25,3012,helpful,11,non_answer,,positive,1.0,0.625,4,4,0.8,0.8,0.07,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6931471806,0.0,30.630220299,8.4075550748,30.630220299,8.4075550748,1.0007477906,1.0001869476,1.0007477906,1.0001869476,660.305567622,165.8263919055,660.305567622,165.8263919055,16.6856033443,4.9214008361,16.6856033443,4.9214008361
26,3012,helpful,12,high_certainty,negative,negative,1.0,0.625,7,4,0.0,0.02,1.0,0.02,3,0.14144054250000002,0.0649094795,1.0,0.8670598273000001,6.041000000000001e-07,14.0988518208,194.9341599248,1.7407555075,37.2970198663,1.0,270.3341408767,1.0000186948,1.0009160434,1.0,1.0014242107,17.4826391906,808.649320337,1.0,1328348.2974869297,1.3921400836,20.2148640967,1.0,215.5411641051
27,3013,helpful,1,exhaustive,negative,negative,0.5,1.0,7,6,0.01,0.32,0.98,0.31,1,0.8235883218000001,0.6737690514,0.9785353535,1.0,7.537e-07,14.0473872611,116.1046039664,45.8568462965,96.3207983801,3.6933414088000003,267.6407994679,1.0004035328,1.0008575071,1.0000142421,1.0014099686,36283.7602617352,77101.8655561874,13284.4729748693,1315064.8245120603,32.4996992444,67.9368608943,3.1454116411,213.395752464
28,3013,helpful,2,low_certainty,negative,negative,0.5,1.0,7,7,0.03,0.11,0.78,0.08,0,0.3055241003,0.1374584108,0.7497656982,0.9999933365,2.291e-07,12.2668740404,0.0,30.6267554964,240.7073853803,9.0800242263,262.2541166504,1.0001566632,1.0012675475,1.0000427263,1.0013814843,146119.2027235623,1182230.0947633674,39851.4189246079,1288497.8785623217,24.5995280516,191.9416360535,7.4362349232,209.1049291819
29,3013,helpful,3,high_certainty,negative,negative,0.5,1.0,6,5,0.34,0.38,0.65,0.04,1,0.0332233173,0.0113844559,0.1594896332,0.21510611840000002,7.250000000000001e-08,11.5493463255,53.8518719378,28.5501248541,45.9502037093,48.66039919,93.5172454866,1.0004171953,1.0006806871,1.0004287536,1.0008322863,3678.033230477,6000.3700076204,38551.4327780937,74834.1930398289,17.9421815164,28.6425066846,34.4684304472,65.9681296916
30,3013,helpful,4,high_certainty,negative,positive,0.5,1.0,6,4,0.30000000000000004,0.51,0.77,0.21,2,0.1184205425,0.2596122869,0.5882352941,0.9316368255,1.678e-07,11.6312549634,78.8295559583,19.8892654406,19.1485099331,43.053293403,99.1243512736,1.0004767165,1.0004580217,1.000378312,1.0008827279,421.307299359,404.8246601685,34016.0877453768,79369.5380725458,10.999572132,10.6074320484,30.5309680416,69.9055920971
31,3013,helpful,6,non_answer,,negative,0.5,1.0,7,7,0.05,0.04,0.0,0.01,0,0.044104768,0.0040096216,0.2083333333,0.18332730460000002,3.03e-08,10.1874983673,0.0,11.7733656351,259.5607752416,14.4667070438,256.8674338329,1.0000569684,1.0013672422,1.0000712105,1.0013530001,53134.8918994772,1275214.4055874525,66418.3648743465,1261930.932612583,9.5816465642,206.9595175409,11.7270582053,204.8141058998
32,3013,helpful,7,non_answer,,positive,0.5,1.0,6,6,0.78,0.78,0.02,0.0,0,0.0,0.0,1.110223025e-16,0.0,0.0,0.6931471806,0.0,110.3385628477,31.8390818289,110.3385628477,31.8390818289,1.0009836111,1.0002774288,1.0009836111,1.0002774288,88440.2281379796,24945.397679943,88440.2281379796,24945.397679943,77.7805169082,22.6560432305,77.7805169082,22.6560432305
33,3013,helpful,8,high_certainty,positive,positive,0.5,1.0,7,6,1.0,0.72,0.99,0.28,1,0.8554508106000001,0.6642091857,1.0,1.0,7.449000000000001e-07,14.0611671793,116.1046039664,101.9279041672,40.2497405094,270.3341408767,1.0,1.0009079487,1.0003530912,1.0014242107,1.0,81637.2105889043,31748.4152290183,1328348.2974869297,1.0,71.8743232999,28.5622368388,215.5411641051,1.0
34,3013,helpful,9,exhaustive,positive,positive,0.5,1.0,7,7,1.0,0.9,0.99,0.1,0,0.46899559360000004,0.29531195050000003,1.0,1.0,2.997e-07,12.4900157097,0.0,243.400726789,27.9334140877,270.3341408767,1.0,1.0012817896,1.0001424211,1.0014242107,1.0,1195513.5677382369,132835.7297486929,1328348.2974869297,1.0,194.0870476946,22.4541164105,215.5411641051,1.0
35,3013,helpful,11,low_certainty,positive,negative,0.5,1.0,6,5,0.64,0.37,0.75,0.27,1,0.0079889034,0.39088691950000004,0.6696428571,0.9994651848,5.18e-08,11.5493463255,53.8518719378,27.8251215685,46.675206995,90.713692593,51.4639520836,1.0004062165,1.0006916659,1.0008070655,1.0004539744,3581.2691980961,6097.1340400014,72566.5205234705,40819.1052944521,17.4963346343,29.0883535666,63.9993984888,36.4371616499
36,3014,relevant,1,high_certainty,positive,neutral,1.0,0.625,7,7,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6931471806,0.0,270.3341408767,1.0,270.3341408767,1.0,1.0014242107,1.0,1.0014242107,1.0,1328348.2974869297,1.0,1328348.2974869297,1.0,215.5411641051,1.0,215.5411641051,1.0
37,3014,relevant,2,high_certainty,positive,positive,1.0,0.625,7,6,1.0,0.73,0.97,0.27,1,0.8414646362,0.6484651637000001,1.0,1.0,7.331e-07,14.0593918519,116.1046039663,103.3296806139,38.8479640627,270.3341408767,1.0,1.0009205591,1.0003404808,1.0014242107,1.0,82771.0468470835,30614.5789708391,1328348.2974869297,1.0,72.8586889013,27.5778712375,215.5411641051,1.0
38,3014,relevant,4,high_certainty,negative,neutral,1.0,0.625,4,5,0.06,0.27,0.72,0.21,1,0.5140197171,0.3872023871,0.8274231678,0.9999329404,1.437e-07,9.0886552519,24.9776840207,20.5750887121,53.9252398513,3.2222665224,35.8155088513,1.0002964282,1.0008014541,1.0000560843,1.0008786539,2613.6288742863,7064.7743638111,50.4479175717,775.6840419559,13.0378658143,33.5468223867,2.1764202508,19.4305839295
39,3014,relevant,5,low_certainty,negative,negative,1.0,0.625,6,6,0.92,0.25,0.84,0.67,0,0.4090989343,0.9661953697000001,0.9710144928000001,1.0,2.974e-07,11.9312150442,1e-10,36.0444111691,106.1332335074,129.9634331025,12.2142115741,1.00031526,1.0009457799,1.0011601567,1.0001008832,28346.9064544807,85038.719363442,104313.9357524888,9071.6900654338,25.6091400347,74.8274201041,91.5616353276,8.8749248111
40,3014,relevant,8,non_answer,,positive,1.0,0.625,4,6,0.47000000000000003,0.79,0.07,0.32,2,0.2559188486,0.5591908664,0.7642703606,0.9999999994000001,2.818e-07,11.6312549634,78.8295559583,111.7403392945,30.4373053821,18.4077544257,20.6300209481,1.0009962215,1.0002648184,1.0004393269,1.0004954112,89574.0643961589,23811.5614217637,388.3420209779,437.7899385496,78.7648825096,21.6716776291,10.2152919648,11.3917122156
41,3014,relevant,9,non_answer,,neutral,1.0,0.625,5,6,0.2,0.85,0.1,0.65,1,0.11208779020000001,0.9694182334,0.9558823529,1.0,1.758e-07,11.5493463255,53.8518719378,120.1509979751,22.0266467015,15.5000657127,59.0002628507,1.0010718839,1.000189156,1.0002195765,1.0008783059,96377.0819452342,17008.5438726884,1936.2806476195,7742.122590478,84.6710761179,15.7654840208,9.9169376402,36.6677505607
42,3014,relevant,10,high_certainty,negative,positive,1.0,0.625,4,3,0.25,0.35000000000000003,0.84,0.1,1,0.12278993090000001,0.0741970747,0.380952381,0.3281522584,9.240000000000001e-08,6.6301750076,11.585199856300001,7.4594552324,12.9961311458,10.2594438434,28.7783315303,1.0002700626,1.0005015447,1.0002336845,1.0007010536,24.9810242575,45.5361879068,207.0329898819,619.0989696456,3.8076315134,6.2141728107,5.9017510451,15.7052531353
43,3014,relevant,11,low_certainty,positive,neutral,1.0,0.625,6,6,0.91,0.8,0.86,0.11,0,0.2854582778,0.1399143096,0.6043956044000001,0.9952819971,2.0390000000000002e-07,10.1244847092,1e-10,113.1421157413,29.0355289353,128.5616566557,13.6159880209,1.0010088319,1.000252208,1.0011475463,1.0001134936,90707.9006543381,22677.7251635845,103180.0994943096,10205.526323613,79.749248111,20.6873120277,90.5772697263,9.8592904125
44,3014,relevant,12,exhaustive,negative,neutral,1.0,0.625,7,6,0.0,0.1,0.99,0.1,1,0.46899559360000004,0.29531195050000003,1.0,1.0,4.5350000000000003e-07,14.028718835,116.1046039663,15.0177644677,127.1598802089,1.0,270.3341408767,1.000126104,1.0011349359,1.0,1.0014242107,11339.3625817923,102046.2632361304,1.0,1328348.2974869297,10.8436560139,89.5929041249,1.0,215.5411641051
45,3015,helpful,1,exhaustive,negative,neutral,1.0,0.75,3,5,0.4,0.6000000000000001,0.9,0.2,2,2.2204460489999999e-16,0.2361510256,0.5555555556,0.9869875541,6.41e-08,9.1705476419,36.5628838769,44.500197138,30.0001314254,8.3822345513,12.0733518269,1.0006587294,1.000439153,1.0003086429,1.0004629644,5806.8419428585,3871.561295239,28.4068848657,42.1103272986,27.7508129206,18.8338752804,4.2087217296,5.8130825945
46,3015,helpful,4,low_certainty,positive,negative,1.0,0.75,4,4,0.33,0.2,0.19,0.13,0,0.19299827790000001,0.1429655532,0.49242424240000005,0.6427533829000001,8.77e-08,5.3765475533,1e-10,8.4075550748,30.630220299,13.2224658733,25.8153095004,1.0001869476,1.0007477906,1.0003084636,1.0006262746,165.8263919055,660.305567622,272.9635466441,553.1684128834,4.9214008361,16.6856033443,7.4703113795,14.1366928008
47,3015,helpful,5,non_answer,,neutral,1.0,0.75,4,4,0.5,0.5,0.39,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6931471806,0.0,19.5188876869,19.5188876869,19.5188876869,19.5188876869,1.0004673691,1.0004673691,1.0004673691,1.0004673691,413.0659797638,413.0659797638,413.0659797638,413.0659797638,10.8035020902,10.8035020902,10.8035020902,10.8035020902
48,3015,helpful,6,high_certainty,negative,negative,1.0,0.75,6,6,0.05,0.11,0.88,0.06,0,0.213519001,0.0721898748,0.5741626794,0.9291612577,1.3160000000000001e-07,9.5184157133,1e-10,16.4195409144,125.7581037622,8.0088822338,134.1687624428,1.0001387144,1.0011223255,1.000063052,1.0011979879,12473.1988399715,100912.4269779511,5670.1812908961,107715.4445270265,11.8280216153,88.6085385235,5.9218280069,94.5147321318
49,3015,helpful,7,low_certainty,positive,positive,1.0,0.75,4,4,0.5,0.6000000000000001,0.1,0.1,0,0.0290494055,0.0655562675,0.33333333330000003,0.395312522,1.44e-08,5.1169537023,1e-10,23.222665224300002,15.8151101495,19.5188876869,19.5188876869,1.0005608429,1.0003738953,1.0004673691,1.0004673691,495.4791757165,330.652783811,413.0659797638,413.0659797638,12.7642025082,8.8428016721,10.8035020902,10.8035020902
50,3015,helpful,9,high_certainty,negative,neutral,1.0,0.75,5,4,0.2,0.5,0.7000000000000001,0.30000000000000004,1,0.2780719051,0.4728574236,0.75,0.9967992755,2.076e-07,9.0886552519,24.9776840205,19.5188876869,19.5188876869,15.5000657127,59.0002628507,1.0004673691,1.0004673691,1.0002195765,1.0008783059,413.0659797638,413.0659797638,1936.2806476195,7742.122590478,10.8035020902,10.8035020902,9.9169376402,36.6677505607
51,3015,helpful,10,low_certainty,negative,negative,1.0,0.75,4,3,0.4,0.59,0.6000000000000001,0.19,1,0.0055498743,0.2153376273,0.5367231638000001,0.6221113083,3.11e-08,6.6301750076,11.5851998562,11.8887959631,8.5667904151,15.8151101495,23.222665224300002,1.0004552483,1.000316359,1.0003738953,1.0005608429,41.425155177,29.0920569874,330.652783811,495.4791757165,5.7328645512000005,4.2889397729,8.8428016721,12.7642025082
52,3015,helpful,11,high_certainty,positive,neutral,1.0,0.75,6,4,0.9,0.5,0.9,0.4,2,0.5310044064,0.7055608241,0.8888888889000001,0.9999983925,4.813000000000001e-07,11.6312549634,78.8295559584,19.5188876869,19.5188876869,127.1598802089,15.0177644677,1.0004673691,1.0004673691,1.0011349359,1.000126104,413.0659797638,413.0659797638,102046.2632361304,11339.3625817923,10.8035020902,10.8035020902,89.5929041249,10.8436560139
53,3015,helpful,12,exhaustive,negative,neutral,1.0,0.75,7,6,0.03,0.1,0.9500000000000001,0.07,1,0.2746037358,0.1142910885,0.7216494845,0.9944447966000001,3.566e-07,14.0102263806,116.1046039663,15.0177644677,127.1598802089,9.0800242263,262.2541166504,1.000126104,1.0011349359,1.0000427263,1.0013814843,11339.3625817923,102046.2632361304,39851.4189246079,1288497.8785623217,10.8436560139,89.5929041249,7.4362349232,209.1049291819
54,3016,helpful,1,low_certainty,positive,positive,1.0,0.75,6,5,0.8300000000000001,0.78,0.67,0.05,1,0.10246272420000001,0.025378908000000002,0.273822563,0.39373338410000003,1.633e-07,11.5493463255,53.8518719379,57.5502562795,16.950072284,117.3474450816,24.830199595,1.0008563483,1.0002415341,1.0010466631,1.0002143768,7548.594525716,2129.8087123814,94109.4094288758,19276.2163890468,35.7760567967,10.8086314042,82.7023449152,17.7342152236
55,3016,helpful,2,high_certainty,positive,neutral,1.0,0.75,7,6,0.8,0.8,0.74,0.0,1,0.0,0.0,0.0,0.0577643231,1.0350000000000001e-07,14.0102263806,116.1046039664,113.1421157413,29.0355289353,216.4673127013,54.8668281753,1.0010088319,1.000252208,1.0011393685,1.0002848421,90707.9006543381,22677.7251635845,1062678.8379895438,265670.4594973859,79.749248111,20.6873120277,172.6329312841,43.908232821
56,3016,helpful,3,low_certainty,positive,positive,1.0,0.75,4,5,0.8,0.75,0.18,0.05,1,0.0893500296,0.0229920549,0.25,0.3269820157,2.3900000000000002e-08,9.0886552519,24.9776840205,55.3752464226,19.1250821409,30.630220299,8.4075550748,1.0008234118,1.0002744706,1.0007477906,1.0001869476,7258.3024285731,2420.1008095244,660.305567622,165.8263919055,34.4385161507,12.1461720502,16.6856033443,4.9214008361
57,3016,helpful,4,exhaustive,negative,neutral,1.0,0.75,7,4,0.0,0.05,1.0,0.05,3,0.2863969571,0.1566663713,1.0,0.9884084702,6.441e-07,14.0988890674,194.9341599248,2.8518887687000003,36.1858866051,1.0,270.3341408767,1.0000467369,1.0008880013,1.0,1.0014242107,42.2065979764,783.9253615511,1.0,1328348.2974869297,1.980350209,19.6266539713,1.0,215.5411641051
58,3016,helpful,5,non_answer,,positive,1.0,0.75,5,5,0.86,0.86,0.07,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6931471806,0.0,63.3502825645,11.1500459989,63.3502825645,11.1500459989,1.0009441788,1.0001537035,1.0009441788,1.0001537035,8322.7067847638,1355.6964533336,8322.7067847638,1355.6964533336,39.3428318528,7.2418563481,39.3428318528,7.2418563481
59,3016,helpful,8,high_certainty,positive,neutral,1.0,0.75,5,3,0.8300000000000001,0.62,0.79,0.21,2,0.3003372435,0.2953406743,0.6658211795,0.8483907299000001,2.556e-07,9.1705476419,36.5628838768,12.4424635545,8.0131228237,61.1752727076,13.3250558558,1.0004783965,1.0002932108,1.0009112424,1.00018664,43.4806715419,27.0365406224,8032.4146876209,1645.9885504766,5.973518681,4.0482856432,38.0052912068,8.5793969942
60,3016,helpful,10,non_answer,,positive,1.0,0.75,2,5,0.55,0.67,0.0,0.12,3,0.0778480812,0.0979207925,0.3980099502,0.9533881083,1.297e-07,9.1772368476,41.9363546757,49.5752201375,24.9251084259,5.7952400729,4.9233782415,1.0007355812,1.0003623012,1.0003346693,1.0002738204,6484.1901695253,3194.2130685722,3.2105757921,2.8086529208,30.8717410946,15.7129471063,2.4565834389,2.1917500863
