submission_id,StimID,AnswerCertainty,AnswerPolarity,ContextType,pos,pri,rel,bch,ech,klu,bfu,conf_pos,conf_pri,2ord_bch,beta_ech,beta_klu,beta_bfu,beta_bch,RowID,GroupID,pos_rank,pri_rank,rel_rank,bch_rank,ech_rank,klu_rank,bfu_rank,conf_pos_rank,conf_pri_rank,2ord_bch_rank,beta_ech_rank,beta_klu_rank,beta_bfu_rank,beta_bch_rank,pos_rank_diff,pri_rank_diff,rel_rank_diff,bch_rank_diff,ech_rank_diff,klu_rank_diff,bfu_rank_diff,conf_pos_rank_diff,conf_pri_rank_diff,2ord_bch_rank_diff,beta_ech_rank_diff,beta_klu_rank_diff,beta_bfu_rank_diff,beta_bch_rank_diff,pos_mean,pos_rank_mean,pos_rank_diff_mean,pri_mean,pri_rank_mean,pri_rank_diff_mean,rel_mean,rel_rank_mean,rel_rank_diff_mean,bch_mean,bch_rank_mean,bch_rank_diff_mean,ech_mean,ech_rank_mean,ech_rank_diff_mean,klu_mean,klu_rank_mean,klu_rank_diff_mean,bfu_mean,bfu_rank_mean,bfu_rank_diff_mean,conf_pos_mean,conf_pos_rank_mean,conf_pos_rank_diff_mean,conf_pri_mean,conf_pri_rank_mean,conf_pri_rank_diff_mean,2ord_bch_mean,2ord_bch_rank_mean,2ord_bch_rank_diff_mean,beta_ech_mean,beta_ech_rank_mean,beta_ech_rank_diff_mean,beta_klu_mean,beta_klu_rank_mean,beta_klu_rank_diff_mean,beta_bfu_mean,beta_bfu_rank_mean,beta_bfu_rank_diff_mean,beta_bch_mean,beta_bch_rank_mean,beta_bch_rank_diff_mean,Answer,Context,CriticalProposition,YourQuestion,YourQuestionIntro,AnswerIntro,stimulus
5811,9,high_certainty,negative,negative,0.87,0.72,1.00,0.15,0.30,0.19,0.62,7,6,1,0.00,1.00,14.01,116.10,9high_certaintynegativenegative5811,9high_certaintynegativenegative,1835.50,1821.00,2134.00,976.00,1375.00,901.50,883.50,2058.00,1822.50,1214.00,1590.00,1260.00,1859.00,2003.50,-298.50,-313.00,0.00,-1158.00,-759.00,-1232.50,-1250.50,-76.00,-311.50,-920.00,-544.00,-874.00,-275.00,-130.50,0.23,687.58,-739.08,0.31,749.58,-677.08,0.77,1426.67,0.00,0.13,854.92,-571.75,0.27,1212.50,-214.17,0.20,873.50,-553.17,0.70,1207.92,-218.75,6.17,1626.75,200.08,5.83,1710.00,283.33,0.33,667.33,-759.33,0.00,1126.08,-300.58,0.91,1154.75,-271.92,10.70,1293.25,-133.42,38.70,964.42,-462.25,It was closed last Monday.,"After a rowdy Sunday night, you wake up on Monday morning with a burning desire for pizza. You wonder whether your favorite pizza place is open, but you remember another similar Monday when you found that it was closed.",the pizza place is open today,Is the pizza place open today?,You ask your roommate Buster:,Buster responds:,"GroupID: **9high_certaintynegativenegative**

AnswerCertainty: **`high_certainty`**

AnswerPolarity: **`negative`**

ContextType: **`negative`**

After a rowdy Sunday night, you wake up on Monday morning with a burning desire for pizza. You wonder whether your favorite pizza place is open, but you remember another similar Monday when you found that it was closed.

You ask your roommate Buster: **Is the pizza place open today?**

Buster responds: **It was closed last Monday.**"
5824,9,high_certainty,negative,negative,0.02,0.20,0.75,0.18,0.58,0.40,0.92,6,6,0,0.00,1.00,10.62,0.00,9high_certaintynegativenegative5824,9high_certaintynegativenegative,246.50,479.00,1119.50,1072.00,1887.00,1246.00,1589.50,1390.00,1822.50,394.00,1586.00,2004.00,1037.00,670.00,-873.00,-640.50,0.00,-47.50,767.50,126.50,470.00,270.50,703.00,-725.50,466.50,884.50,-82.50,-449.50,0.23,687.58,-739.08,0.31,749.58,-677.08,0.77,1426.67,0.00,0.13,854.92,-571.75,0.27,1212.50,-214.17,0.20,873.50,-553.17,0.70,1207.92,-218.75,6.17,1626.75,200.08,5.83,1710.00,283.33,0.33,667.33,-759.33,0.00,1126.08,-300.58,0.91,1154.75,-271.92,10.70,1293.25,-133.42,38.70,964.42,-462.25,It was closed last Monday.,"After a rowdy Sunday night, you wake up on Monday morning with a burning desire for pizza. You wonder whether your favorite pizza place is open, but you remember another similar Monday when you found that it was closed.",the pizza place is open today,Is the pizza place open today?,You ask your roommate Buster:,Buster responds:,"GroupID: **9high_certaintynegativenegative**

AnswerCertainty: **`high_certainty`**

AnswerPolarity: **`negative`**

ContextType: **`negative`**

After a rowdy Sunday night, you wake up on Monday morning with a burning desire for pizza. You wonder whether your favorite pizza place is open, but you remember another similar Monday when you found that it was closed.

You ask your roommate Buster: **Is the pizza place open today?**

Buster responds: **It was closed last Monday.**"
6067,9,high_certainty,negative,negative,0.25,0.50,0.75,0.25,0.19,0.35,0.67,3,3,0,0.00,0.82,3.59,0.00,9high_certaintynegativenegative6067,9high_certaintynegativenegative,838.00,1134.50,1119.50,1321.00,1054.50,1175.00,965.00,138.50,318.50,394.00,623.50,767.00,268.00,670.00,-281.50,15.00,0.00,201.50,-65.00,55.50,-154.50,-981.00,-801.00,-725.50,-496.00,-352.50,-851.50,-449.50,0.23,687.58,-739.08,0.31,749.58,-677.08,0.77,1426.67,0.00,0.13,854.92,-571.75,0.27,1212.50,-214.17,0.20,873.50,-553.17,0.70,1207.92,-218.75,6.17,1626.75,200.08,5.83,1710.00,283.33,0.33,667.33,-759.33,0.00,1126.08,-300.58,0.91,1154.75,-271.92,10.70,1293.25,-133.42,38.70,964.42,-462.25,It was closed last Monday.,"After a rowdy Sunday night, you wake up on Monday morning with a burning desire for pizza. You wonder whether your favorite pizza place is open, but you remember another similar Monday when you found that it was closed.",the pizza place is open today,Is the pizza place open today?,You ask your roommate Buster:,Buster responds:,"GroupID: **9high_certaintynegativenegative**

AnswerCertainty: **`high_certainty`**

AnswerPolarity: **`negative`**

ContextType: **`negative`**

After a rowdy Sunday night, you wake up on Monday morning with a burning desire for pizza. You wonder whether your favorite pizza place is open, but you remember another similar Monday when you found that it was closed.

You ask your roommate Buster: **Is the pizza place open today?**

Buster responds: **It was closed last Monday.**"
5798,10,low_certainty,positive,negative,0.95,0.73,0.82,0.22,0.56,0.42,0.86,6,6,0,0.00,1.00,10.82,0.00,10low_certaintypositivenegative5798,10low_certaintypositivenegative,2038.50,1835.50,1332.50,1232.00,1864.50,1284.00,1416.00,1390.00,1822.50,394.00,1647.50,2004.00,1053.00,670.00,706.00,503.00,0.00,-100.50,532.00,-48.50,83.50,57.50,490.00,-938.50,315.00,671.50,-279.50,-662.50,0.67,1517.96,646.81,0.43,1027.58,156.42,0.64,871.15,0.00,0.25,1265.27,394.12,0.18,945.65,74.50,0.37,1166.15,295.00,0.66,1007.96,136.81,4.77,721.38,-149.77,4.54,1027.23,156.08,0.69,932.54,61.38,0.00,884.08,12.92,0.87,1156.88,285.73,8.84,735.15,-136.00,14.20,768.15,-103.00,"Buster got a rejection email yesterday, but Adam didn't.","Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. Adam is enthusiastic, but he's very shy and quiet.",Adam got the lead role,Did Adam get the lead role?,You ask your friend Jane:,Jane responds:,"GroupID: **10low_certaintypositivenegative**

AnswerCertainty: **`low_certainty`**

AnswerPolarity: **`positive`**

ContextType: **`negative`**

Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. Adam is enthusiastic, but he's very shy and quiet.

You ask your friend Jane: **Did Adam get the lead role?**

Jane responds: **Buster got a rejection email yesterday, but Adam didn't.**"
5804,10,low_certainty,positive,negative,0.58,0.30,0.56,0.28,0.10,0.43,0.69,4,5,1,0.00,1.00,9.09,24.98,10low_certaintypositivenegative5804,10low_certaintypositivenegative,1346.00,698.50,631.50,1409.50,755.00,1295.00,1017.50,340.50,1191.00,1214.00,814.00,1279.00,681.50,1038.50,714.50,67.00,0.00,778.00,123.50,663.50,386.00,-291.00,559.50,582.50,182.50,647.50,50.00,407.00,0.67,1517.96,646.81,0.43,1027.58,156.42,0.64,871.15,0.00,0.25,1265.27,394.12,0.18,945.65,74.50,0.37,1166.15,295.00,0.66,1007.96,136.81,4.77,721.38,-149.77,4.54,1027.23,156.08,0.69,932.54,61.38,0.00,884.08,12.92,0.87,1156.88,285.73,8.84,735.15,-136.00,14.20,768.15,-103.00,"Buster got a rejection email yesterday, but Adam didn't.","Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. Adam is enthusiastic, but he's very shy and quiet.",Adam got the lead role,Did Adam get the lead role?,You ask your friend Jane:,Jane responds:,"GroupID: **10low_certaintypositivenegative**

AnswerCertainty: **`low_certainty`**

AnswerPolarity: **`positive`**

ContextType: **`negative`**

Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. Adam is enthusiastic, but he's very shy and quiet.

You ask your friend Jane: **Did Adam get the lead role?**

Jane responds: **Buster got a rejection email yesterday, but Adam didn't.**"
5819,10,low_certainty,positive,negative,0.62,0.35,0.59,0.27,0.02,0.39,0.67,4,5,1,0.00,1.00,9.09,24.98,10low_certaintypositivenegative5819,10low_certaintypositivenegative,1421.50,795.00,677.00,1391.50,455.00,1238.50,981.50,340.50,1191.00,1214.00,573.00,1244.00,681.50,1038.50,744.50,118.00,0.00,714.50,-222.00,561.50,304.50,-336.50,514.00,537.00,-104.00,567.00,4.50,361.50,0.67,1517.96,646.81,0.43,1027.58,156.42,0.64,871.15,0.00,0.25,1265.27,394.12,0.18,945.65,74.50,0.37,1166.15,295.00,0.66,1007.96,136.81,4.77,721.38,-149.77,4.54,1027.23,156.08,0.69,932.54,61.38,0.00,884.08,12.92,0.87,1156.88,285.73,8.84,735.15,-136.00,14.20,768.15,-103.00,"Buster got a rejection email yesterday, but Adam didn't.","Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. Adam is enthusiastic, but he's very shy and quiet.",Adam got the lead role,Did Adam get the lead role?,You ask your friend Jane:,Jane responds:,"GroupID: **10low_certaintypositivenegative**

AnswerCertainty: **`low_certainty`**

AnswerPolarity: **`positive`**

ContextType: **`negative`**

Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. Adam is enthusiastic, but he's very shy and quiet.

You ask your friend Jane: **Did Adam get the lead role?**

Jane responds: **Buster got a rejection email yesterday, but Adam didn't.**"
5823,10,low_certainty,positive,negative,0.25,0.15,0.56,0.10,0.20,0.11,0.47,4,5,1,0.00,0.80,9.09,24.98,10low_certaintypositivenegative5823,10low_certaintypositivenegative,838.00,371.50,631.50,757.50,1092.50,721.50,671.00,340.50,1191.00,1214.00,1088.50,753.50,681.50,954.50,206.50,-260.00,0.00,126.00,461.00,90.00,39.50,-291.00,559.50,582.50,457.00,122.00,50.00,323.00,0.67,1517.96,646.81,0.43,1027.58,156.42,0.64,871.15,0.00,0.25,1265.27,394.12,0.18,945.65,74.50,0.37,1166.15,295.00,0.66,1007.96,136.81,4.77,721.38,-149.77,4.54,1027.23,156.08,0.69,932.54,61.38,0.00,884.08,12.92,0.87,1156.88,285.73,8.84,735.15,-136.00,14.20,768.15,-103.00,"Buster got a rejection email yesterday, but Adam didn't.","Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. Adam is enthusiastic, but he's very shy and quiet.",Adam got the lead role,Did Adam get the lead role?,You ask your friend Jane:,Jane responds:,"GroupID: **10low_certaintypositivenegative**

AnswerCertainty: **`low_certainty`**

AnswerPolarity: **`positive`**

ContextType: **`negative`**

Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. Adam is enthusiastic, but he's very shy and quiet.

You ask your friend Jane: **Did Adam get the lead role?**

Jane responds: **Buster got a rejection email yesterday, but Adam didn't.**"
5836,10,low_certainty,positive,negative,0.87,0.61,0.63,0.26,0.41,0.42,0.77,6,6,0,0.00,1.00,10.98,0.00,10low_certaintypositivenegative5836,10low_certaintypositivenegative,1835.50,1524.00,784.50,1368.00,1576.00,1285.00,1194.00,1390.00,1822.50,394.00,1496.50,1598.50,1070.00,276.50,1051.00,739.50,0.00,583.50,791.50,500.50,409.50,605.50,1038.00,-390.50,712.00,814.00,285.50,-508.00,0.67,1517.96,646.81,0.43,1027.58,156.42,0.64,871.15,0.00,0.25,1265.27,394.12,0.18,945.65,74.50,0.37,1166.15,295.00,0.66,1007.96,136.81,4.77,721.38,-149.77,4.54,1027.23,156.08,0.69,932.54,61.38,0.00,884.08,12.92,0.87,1156.88,285.73,8.84,735.15,-136.00,14.20,768.15,-103.00,"Buster got a rejection email yesterday, but Adam didn't.","Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. Adam is enthusiastic, but he's very shy and quiet.",Adam got the lead role,Did Adam get the lead role?,You ask your friend Jane:,Jane responds:,"GroupID: **10low_certaintypositivenegative**

AnswerCertainty: **`low_certainty`**

AnswerPolarity: **`positive`**

ContextType: **`negative`**

Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. Adam is enthusiastic, but he's very shy and quiet.

You ask your friend Jane: **Did Adam get the lead role?**

Jane responds: **Buster got a rejection email yesterday, but Adam didn't.**"
5839,10,low_certainty,positive,negative,0.71,0.30,0.56,0.41,0.01,0.69,0.82,3,3,0,0.00,0.99,4.06,0.00,10low_certaintypositivenegative5839,10low_certaintypositivenegative,1577.00,698.50,631.50,1740.50,409.00,1621.00,1337.00,138.50,318.50,394.00,252.00,1058.00,274.00,276.50,945.50,67.00,0.00,1109.00,-222.50,989.50,705.50,-493.00,-313.00,-237.50,-379.50,426.50,-357.50,-355.00,0.67,1517.96,646.81,0.43,1027.58,156.42,0.64,871.15,0.00,0.25,1265.27,394.12,0.18,945.65,74.50,0.37,1166.15,295.00,0.66,1007.96,136.81,4.77,721.38,-149.77,4.54,1027.23,156.08,0.69,932.54,61.38,0.00,884.08,12.92,0.87,1156.88,285.73,8.84,735.15,-136.00,14.20,768.15,-103.00,"Buster got a rejection email yesterday, but Adam didn't.","Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. Adam is enthusiastic, but he's very shy and quiet.",Adam got the lead role,Did Adam get the lead role?,You ask your friend Jane:,Jane responds:,"GroupID: **10low_certaintypositivenegative**

AnswerCertainty: **`low_certainty`**

AnswerPolarity: **`positive`**

ContextType: **`negative`**

Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. Adam is enthusiastic, but he's very shy and quiet.

You ask your friend Jane: **Did Adam get the lead role?**

Jane responds: **Buster got a rejection email yesterday, but Adam didn't.**"
5885,10,low_certainty,positive,negative,0.77,0.65,0.68,0.12,0.16,0.11,0.45,5,3,2,0.00,0.52,9.17,36.56,10low_certaintypositivenegative5885,10low_certaintypositivenegative,1676.50,1611.50,911.00,857.00,920.50,724.00,632.50,741.50,318.50,1844.50,1069.00,563.00,840.00,1153.50,765.50,700.50,0.00,-54.00,9.50,-187.00,-278.50,-169.50,-592.50,933.50,158.00,-348.00,-71.00,242.50,0.67,1517.96,646.81,0.43,1027.58,156.42,0.64,871.15,0.00,0.25,1265.27,394.12,0.18,945.65,74.50,0.37,1166.15,295.00,0.66,1007.96,136.81,4.77,721.38,-149.77,4.54,1027.23,156.08,0.69,932.54,61.38,0.00,884.08,12.92,0.87,1156.88,285.73,8.84,735.15,-136.00,14.20,768.15,-103.00,"Buster got a rejection email yesterday, but Adam didn't.","Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. Adam is enthusiastic, but he's very shy and quiet.",Adam got the lead role,Did Adam get the lead role?,You ask your friend Jane:,Jane responds:,"GroupID: **10low_certaintypositivenegative**

AnswerCertainty: **`low_certainty`**

AnswerPolarity: **`positive`**

ContextType: **`negative`**

Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. Adam is enthusiastic, but he's very shy and quiet.

You ask your friend Jane: **Did Adam get the lead role?**

Jane responds: **Buster got a rejection email yesterday, but Adam didn't.**"
5893,10,low_certainty,positive,negative,0.65,0.40,0.75,0.25,0.04,0.34,0.64,5,3,2,0.00,0.84,9.17,36.56,10low_certaintypositivenegative5893,10low_certaintypositivenegative,1463.00,874.50,1119.50,1321.00,528.50,1155.00,921.00,741.50,318.50,1844.50,758.00,785.00,840.00,1153.50,343.50,-245.00,0.00,201.50,-591.00,35.50,-198.50,-378.00,-801.00,725.00,-361.50,-334.50,-279.50,34.00,0.67,1517.96,646.81,0.43,1027.58,156.42,0.64,871.15,0.00,0.25,1265.27,394.12,0.18,945.65,74.50,0.37,1166.15,295.00,0.66,1007.96,136.81,4.77,721.38,-149.77,4.54,1027.23,156.08,0.69,932.54,61.38,0.00,884.08,12.92,0.87,1156.88,285.73,8.84,735.15,-136.00,14.20,768.15,-103.00,"Buster got a rejection email yesterday, but Adam didn't.","Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. Adam is enthusiastic, but he's very shy and quiet.",Adam got the lead role,Did Adam get the lead role?,You ask your friend Jane:,Jane responds:,"GroupID: **10low_certaintypositivenegative**

AnswerCertainty: **`low_certainty`**

AnswerPolarity: **`positive`**

ContextType: **`negative`**

Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. Adam is enthusiastic, but he's very shy and quiet.

You ask your friend Jane: **Did Adam get the lead role?**

Jane responds: **Buster got a rejection email yesterday, but Adam didn't.**"
5900,10,low_certainty,positive,negative,0.35,0.23,0.44,0.12,0.16,0.12,0.45,5,4,1,0.00,0.58,9.09,24.98,10low_certaintypositivenegative5900,10low_certaintypositivenegative,989.00,545.50,493.00,857.00,920.50,758.00,632.50,741.50,657.50,1214.00,430.50,593.00,681.50,954.50,496.00,52.50,0.00,364.00,427.50,265.00,139.50,248.50,164.50,721.00,-62.50,100.00,188.50,461.50,0.67,1517.96,646.81,0.43,1027.58,156.42,0.64,871.15,0.00,0.25,1265.27,394.12,0.18,945.65,74.50,0.37,1166.15,295.00,0.66,1007.96,136.81,4.77,721.38,-149.77,4.54,1027.23,156.08,0.69,932.54,61.38,0.00,884.08,12.92,0.87,1156.88,285.73,8.84,735.15,-136.00,14.20,768.15,-103.00,"Buster got a rejection email yesterday, but Adam didn't.","Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. Adam is enthusiastic, but he's very shy and quiet.",Adam got the lead role,Did Adam get the lead role?,You ask your friend Jane:,Jane responds:,"GroupID: **10low_certaintypositivenegative**

AnswerCertainty: **`low_certainty`**

AnswerPolarity: **`positive`**

ContextType: **`negative`**

Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. Adam is enthusiastic, but he's very shy and quiet.

You ask your friend Jane: **Did Adam get the lead role?**

Jane responds: **Buster got a rejection email yesterday, but Adam didn't.**"
5909,10,low_certainty,positive,negative,0.66,0.32,0.46,0.34,0.02,0.55,0.76,4,3,1,0.00,0.95,6.63,11.59,10low_certaintypositivenegative5909,10low_certaintypositivenegative,1483.00,751.50,510.50,1565.00,440.00,1450.00,1175.00,340.50,318.50,1214.00,424.00,936.00,401.00,853.50,972.50,241.00,0.00,1054.50,-70.50,939.50,664.50,-170.00,-192.00,703.50,-86.50,425.50,-109.50,343.00,0.67,1517.96,646.81,0.43,1027.58,156.42,0.64,871.15,0.00,0.25,1265.27,394.12,0.18,945.65,74.50,0.37,1166.15,295.00,0.66,1007.96,136.81,4.77,721.38,-149.77,4.54,1027.23,156.08,0.69,932.54,61.38,0.00,884.08,12.92,0.87,1156.88,285.73,8.84,735.15,-136.00,14.20,768.15,-103.00,"Buster got a rejection email yesterday, but Adam didn't.","Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. Adam is enthusiastic, but he's very shy and quiet.",Adam got the lead role,Did Adam get the lead role?,You ask your friend Jane:,Jane responds:,"GroupID: **10low_certaintypositivenegative**

AnswerCertainty: **`low_certainty`**

AnswerPolarity: **`positive`**

ContextType: **`negative`**

Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. Adam is enthusiastic, but he's very shy and quiet.

You ask your friend Jane: **Did Adam get the lead role?**

Jane responds: **Buster got a rejection email yesterday, but Adam didn't.**"
5915,10,low_certainty,positive,negative,0.80,0.33,0.70,0.47,0.19,0.79,0.88,5,5,0,0.00,1.00,9.12,0.00,10low_certaintypositivenegative5915,10low_certaintypositivenegative,1718.50,764.00,986.00,1824.00,1074.00,1742.00,1449.00,741.50,1191.00,394.00,895.00,2004.00,790.00,276.50,732.50,-222.00,0.00,838.00,88.00,756.00,463.00,-244.50,205.00,-592.00,-91.00,1018.00,-196.00,-709.50,0.67,1517.96,646.81,0.43,1027.58,156.42,0.64,871.15,0.00,0.25,1265.27,394.12,0.18,945.65,74.50,0.37,1166.15,295.00,0.66,1007.96,136.81,4.77,721.38,-149.77,4.54,1027.23,156.08,0.69,932.54,61.38,0.00,884.08,12.92,0.87,1156.88,285.73,8.84,735.15,-136.00,14.20,768.15,-103.00,"Buster got a rejection email yesterday, but Adam didn't.","Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. Adam is enthusiastic, but he's very shy and quiet.",Adam got the lead role,Did Adam get the lead role?,You ask your friend Jane:,Jane responds:,"GroupID: **10low_certaintypositivenegative**

AnswerCertainty: **`low_certainty`**

AnswerPolarity: **`positive`**

ContextType: **`negative`**

Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. Adam is enthusiastic, but he's very shy and quiet.

You ask your friend Jane: **Did Adam get the lead role?**

Jane responds: **Buster got a rejection email yesterday, but Adam didn't.**"
5964,10,low_certainty,positive,negative,0.70,0.60,0.83,0.10,0.09,0.07,0.36,5,5,0,0.00,0.67,7.57,0.00,10low_certaintypositivenegative5964,10low_certaintypositivenegative,1546.00,1471.50,1347.50,757.50,731.00,626.00,552.50,741.50,1191.00,394.00,611.00,647.50,493.00,670.00,198.50,124.00,0.00,-590.00,-616.50,-721.50,-795.00,-606.00,-156.50,-953.50,-736.50,-700.00,-854.50,-677.50,0.67,1517.96,646.81,0.43,1027.58,156.42,0.64,871.15,0.00,0.25,1265.27,394.12,0.18,945.65,74.50,0.37,1166.15,295.00,0.66,1007.96,136.81,4.77,721.38,-149.77,4.54,1027.23,156.08,0.69,932.54,61.38,0.00,884.08,12.92,0.87,1156.88,285.73,8.84,735.15,-136.00,14.20,768.15,-103.00,"Buster got a rejection email yesterday, but Adam didn't.","Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. Adam is enthusiastic, but he's very shy and quiet.",Adam got the lead role,Did Adam get the lead role?,You ask your friend Jane:,Jane responds:,"GroupID: **10low_certaintypositivenegative**

AnswerCertainty: **`low_certainty`**

AnswerPolarity: **`positive`**

ContextType: **`negative`**

Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. Adam is enthusiastic, but he's very shy and quiet.

You ask your friend Jane: **Did Adam get the lead role?**

Jane responds: **Buster got a rejection email yesterday, but Adam didn't.**"
6033,10,low_certainty,positive,negative,0.85,0.59,0.80,0.26,0.37,0.41,0.75,6,6,0,0.00,1.00,10.98,0.00,10low_certaintypositivenegative6033,10low_certaintypositivenegative,1801.00,1417.00,1269.00,1368.00,1527.00,1260.00,1124.00,1390.00,1822.50,394.00,1434.00,1574.00,1070.00,670.00,532.00,148.00,0.00,99.00,258.00,-9.00,-145.00,121.00,553.50,-875.00,165.00,305.00,-199.00,-599.00,0.67,1517.96,646.81,0.43,1027.58,156.42,0.64,871.15,0.00,0.25,1265.27,394.12,0.18,945.65,74.50,0.37,1166.15,295.00,0.66,1007.96,136.81,4.77,721.38,-149.77,4.54,1027.23,156.08,0.69,932.54,61.38,0.00,884.08,12.92,0.87,1156.88,285.73,8.84,735.15,-136.00,14.20,768.15,-103.00,"Buster got a rejection email yesterday, but Adam didn't.","Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. Adam is enthusiastic, but he's very shy and quiet.",Adam got the lead role,Did Adam get the lead role?,You ask your friend Jane:,Jane responds:,"GroupID: **10low_certaintypositivenegative**

AnswerCertainty: **`low_certainty`**

AnswerPolarity: **`positive`**

ContextType: **`negative`**

Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. Adam is enthusiastic, but he's very shy and quiet.

You ask your friend Jane: **Did Adam get the lead role?**

Jane responds: **Buster got a rejection email yesterday, but Adam didn't.**"
5799,3,exhaustive,negative,positive,0.05,0.60,0.96,0.55,0.68,0.90,0.96,6,3,3,0.00,1.00,11.64,90.41,3exhaustivenegativepositive5799,3exhaustivenegativepositive,375.00,1471.50,1765.50,1990.50,2001.50,1960.50,1785.50,1390.00,318.50,2137.00,1983.50,1499.50,1624.00,1764.50,-1390.50,-294.00,0.00,225.00,236.00,195.00,20.00,-375.50,-1447.00,371.50,218.00,-266.00,-141.50,-1.00,0.09,375.86,-1530.25,0.63,1513.58,-392.53,0.96,1906.11,0.00,0.56,1919.67,13.56,0.63,1813.64,-92.47,0.83,1883.72,-22.39,0.93,1821.69,-84.42,6.33,1646.67,-259.44,4.28,905.33,-1000.78,2.06,1621.56,-284.56,0.00,1825.33,-80.78,1.00,1711.14,-194.97,12.42,1763.19,-142.92,121.72,1782.42,-123.69,He's single.,"Joe is the new guy at work, and he's pretty cute. You're thinking of asking him on a date, but if he's married it would be pretty awkward, and you heard he has two children.",Joe is married,Is Joe married?,You ask your coworker Laura:,Laura responds:,"GroupID: **3exhaustivenegativepositive**

AnswerCertainty: **`exhaustive`**

AnswerPolarity: **`negative`**

ContextType: **`positive`**

Joe is the new guy at work, and he's pretty cute. You're thinking of asking him on a date, but if he's married it would be pretty awkward, and you heard he has two children.

You ask your coworker Laura: **Is Joe married?**

Laura responds: **He's single.**"
