StimID,TrialType,TaskType,Answer,AnswerCertainty,AnswerPolarity,Context,ContextType,CriticalProposition,YourQuestion,YourQuestionIntro,name,SliderLabelLeft,SliderLabelRight,AnswerIntro,TaskQuestion
1,main,prior,It's going to be cloudy this afternoon.,low_certainty,negative,"It's the day of Kim and Sam's wedding. The wedding is at a beautiful beachside mansion. Last you heard, Kim wanted to have the ceremony on the beach, but Sam wanted to have it in the mansion ballroom.",neutral,the ceremony will be outdoors,Will they have the ceremony outdoors?,You ask your friend Clara:,Clara,highly unlikely,highly likely,Clara responds:,How likely do you think it is that the ceremony will be outdoors?
1,main,prior,It's going to be cloudy this afternoon.,low_certainty,negative,"It's the day of Kim and Sam's wedding. The wedding is at a beautiful beachside mansion. Last you heard, the plan was to have the ceremony on the beach, and the reception in the mansion ballroom.",positive,the ceremony will be outdoors,Will they have the ceremony outdoors?,You ask your friend Clara:,Clara,highly unlikely,highly likely,Clara responds:,How likely do you think it is that the ceremony will be outdoors?
1,main,prior,It'll be on the beach.,exhaustive,positive,"It's the day of Kim and Sam's wedding. The wedding is at a beautiful beachside mansion. You're not sure if the ceremony is supposed to be on the beach or in the mansion, but last you heard they were planning on having it indoors.",negative,the ceremony will be outdoors,Will they have the ceremony outdoors?,You ask your friend Clara:,Clara,highly unlikely,highly likely,Clara responds:,How likely do you think it is that the ceremony will be outdoors?
1,main,prior,It'll be on the beach.,exhaustive,positive,"It's the day of Kim and Sam's wedding. The wedding is at a beautiful beachside mansion. Last you heard, Kim wanted to have the ceremony on the beach, but Sam wanted to have it in the mansion ballroom.",neutral,the ceremony will be outdoors,Will they have the ceremony outdoors?,You ask your friend Clara:,Clara,highly unlikely,highly likely,Clara responds:,How likely do you think it is that the ceremony will be outdoors?
1,main,prior,It'll be on the beach.,exhaustive,positive,"It's the day of Kim and Sam's wedding. The wedding is at a beautiful beachside mansion. Last you heard, the plan was to have the ceremony on the beach, and the reception in the mansion ballroom.",positive,the ceremony will be outdoors,Will they have the ceremony outdoors?,You ask your friend Clara:,Clara,highly unlikely,highly likely,Clara responds:,How likely do you think it is that the ceremony will be outdoors?
1,main,prior,There's a wedding canopy set up on the beach.,high_certainty,positive,"It's the day of Kim and Sam's wedding. The wedding is at a beautiful beachside mansion. You're not sure if the ceremony is supposed to be on the beach or in the mansion, but last you heard they were planning on having it indoors.",negative,the ceremony will be outdoors,Will they have the ceremony outdoors?,You ask your friend Clara:,Clara,highly unlikely,highly likely,Clara responds:,How likely do you think it is that the ceremony will be outdoors?
1,main,prior,There's a wedding canopy set up on the beach.,high_certainty,positive,"It's the day of Kim and Sam's wedding. The wedding is at a beautiful beachside mansion. Last you heard, Kim wanted to have the ceremony on the beach, but Sam wanted to have it in the mansion ballroom.",neutral,the ceremony will be outdoors,Will they have the ceremony outdoors?,You ask your friend Clara:,Clara,highly unlikely,highly likely,Clara responds:,How likely do you think it is that the ceremony will be outdoors?
1,main,prior,There's a wedding canopy set up on the beach.,high_certainty,positive,"It's the day of Kim and Sam's wedding. The wedding is at a beautiful beachside mansion. Last you heard, the plan was to have the ceremony on the beach, and the reception in the mansion ballroom.",positive,the ceremony will be outdoors,Will they have the ceremony outdoors?,You ask your friend Clara:,Clara,highly unlikely,highly likely,Clara responds:,How likely do you think it is that the ceremony will be outdoors?
1,main,prior,It's a beautiful sunny day.,low_certainty,positive,"It's the day of Kim and Sam's wedding. The wedding is at a beautiful beachside mansion. You're not sure if the ceremony is supposed to be on the beach or in the mansion, but last you heard they were planning on having it indoors.",negative,the ceremony will be outdoors,Will they have the ceremony outdoors?,You ask your friend Clara:,Clara,highly unlikely,highly likely,Clara responds:,How likely do you think it is that the ceremony will be outdoors?
1,main,prior,It's a beautiful sunny day.,low_certainty,positive,"It's the day of Kim and Sam's wedding. The wedding is at a beautiful beachside mansion. Last you heard, Kim wanted to have the ceremony on the beach, but Sam wanted to have it in the mansion ballroom.",neutral,the ceremony will be outdoors,Will they have the ceremony outdoors?,You ask your friend Clara:,Clara,highly unlikely,highly likely,Clara responds:,How likely do you think it is that the ceremony will be outdoors?
1,main,prior,It's a beautiful sunny day.,low_certainty,positive,"It's the day of Kim and Sam's wedding. The wedding is at a beautiful beachside mansion. Last you heard, the plan was to have the ceremony on the beach, and the reception in the mansion ballroom.",positive,the ceremony will be outdoors,Will they have the ceremony outdoors?,You ask your friend Clara:,Clara,highly unlikely,highly likely,Clara responds:,How likely do you think it is that the ceremony will be outdoors?
2,main,prior,We're having chicken soup for lunch.,non_answer,N/A,"After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which used to be hamburger night, but lately, Mom has stopped making hamburgers because they're too ""unhealthy"".",negative,we're having hamburgers,Are we having hamburgers for dinner?,You ask your sibling:,your sibling,highly unlikely,highly likely,Your sibling responds:,How likely do you think it is that we're having hamburgers?
2,main,prior,We're having chicken soup for lunch.,non_answer,N/A,"After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which has been hamburger night the last couple weeks. ",neutral,we're having hamburgers,Are we having hamburgers for dinner?,You ask your sibling:,your sibling,highly unlikely,highly likely,Your sibling responds:,How likely do you think it is that we're having hamburgers?
2,main,prior,We're having chicken soup for lunch.,non_answer,N/A,"After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which is usually hamburger night.",positive,we're having hamburgers,Are we having hamburgers for dinner?,You ask your sibling:,your sibling,highly unlikely,highly likely,Your sibling responds:,How likely do you think it is that we're having hamburgers?
2,main,prior,We're having lasagna.,exhaustive,negative,"After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which used to be hamburger night, but lately, Mom has stopped making hamburgers because they're too ""unhealthy"".",negative,we're having hamburgers,Are we having hamburgers for dinner?,You ask your sibling:,your sibling,highly unlikely,highly likely,Your sibling responds:,How likely do you think it is that we're having hamburgers?
2,main,prior,We're having lasagna.,exhaustive,negative,"After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which has been hamburger night the last couple weeks. ",neutral,we're having hamburgers,Are we having hamburgers for dinner?,You ask your sibling:,your sibling,highly unlikely,highly likely,Your sibling responds:,How likely do you think it is that we're having hamburgers?
2,main,prior,We're having lasagna.,exhaustive,negative,"After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which is usually hamburger night.",positive,we're having hamburgers,Are we having hamburgers for dinner?,You ask your sibling:,your sibling,highly unlikely,highly likely,Your sibling responds:,How likely do you think it is that we're having hamburgers?
2,main,prior,There's a lasagna in the oven.,high_certainty,negative,"After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which used to be hamburger night, but lately, Mom has stopped making hamburgers because they're too ""unhealthy"".",negative,we're having hamburgers,Are we having hamburgers for dinner?,You ask your sibling:,your sibling,highly unlikely,highly likely,Your sibling responds:,How likely do you think it is that we're having hamburgers?
2,main,prior,There's a lasagna in the oven.,high_certainty,negative,"After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which has been hamburger night the last couple weeks. ",neutral,we're having hamburgers,Are we having hamburgers for dinner?,You ask your sibling:,your sibling,highly unlikely,highly likely,Your sibling responds:,How likely do you think it is that we're having hamburgers?
2,main,prior,There's a lasagna in the oven.,high_certainty,negative,"After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which is usually hamburger night.",positive,we're having hamburgers,Are we having hamburgers for dinner?,You ask your sibling:,your sibling,highly unlikely,highly likely,Your sibling responds:,How likely do you think it is that we're having hamburgers?
2,main,prior,There's a box of pasta on the counter.,low_certainty,negative,"After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which used to be hamburger night, but lately, Mom has stopped making hamburgers because they're too ""unhealthy"".",negative,we're having hamburgers,Are we having hamburgers for dinner?,You ask your sibling:,your sibling,highly unlikely,highly likely,Your sibling responds:,How likely do you think it is that we're having hamburgers?
2,main,prior,There's a box of pasta on the counter.,low_certainty,negative,"After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which has been hamburger night the last couple weeks. ",neutral,we're having hamburgers,Are we having hamburgers for dinner?,You ask your sibling:,your sibling,highly unlikely,highly likely,Your sibling responds:,How likely do you think it is that we're having hamburgers?
2,main,prior,There's a box of pasta on the counter.,low_certainty,negative,"After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which is usually hamburger night.",positive,we're having hamburgers,Are we having hamburgers for dinner?,You ask your sibling:,your sibling,highly unlikely,highly likely,Your sibling responds:,How likely do you think it is that we're having hamburgers?
2,main,prior,We're having hamburgers and french fries.,exhaustive,positive,"After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which used to be hamburger night, but lately, Mom has stopped making hamburgers because they're too ""unhealthy"".",negative,we're having hamburgers,Are we having hamburgers for dinner?,You ask your sibling:,your sibling,highly unlikely,highly likely,Your sibling responds:,How likely do you think it is that we're having hamburgers?
2,main,prior,We're having hamburgers and french fries.,exhaustive,positive,"After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which has been hamburger night the last couple weeks. ",neutral,we're having hamburgers,Are we having hamburgers for dinner?,You ask your sibling:,your sibling,highly unlikely,highly likely,Your sibling responds:,How likely do you think it is that we're having hamburgers?
2,main,prior,We're having hamburgers and french fries.,exhaustive,positive,"After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which is usually hamburger night.",positive,we're having hamburgers,Are we having hamburgers for dinner?,You ask your sibling:,your sibling,highly unlikely,highly likely,Your sibling responds:,How likely do you think it is that we're having hamburgers?
2,main,prior,There are hamburger buns in the kitchen.,high_certainty,positive,"After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which used to be hamburger night, but lately, Mom has stopped making hamburgers because they're too ""unhealthy"".",negative,we're having hamburgers,Are we having hamburgers for dinner?,You ask your sibling:,your sibling,highly unlikely,highly likely,Your sibling responds:,How likely do you think it is that we're having hamburgers?
2,main,prior,There are hamburger buns in the kitchen.,high_certainty,positive,"After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which has been hamburger night the last couple weeks. ",neutral,we're having hamburgers,Are we having hamburgers for dinner?,You ask your sibling:,your sibling,highly unlikely,highly likely,Your sibling responds:,How likely do you think it is that we're having hamburgers?
2,main,prior,There are hamburger buns in the kitchen.,high_certainty,positive,"After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which is usually hamburger night.",positive,we're having hamburgers,Are we having hamburgers for dinner?,You ask your sibling:,your sibling,highly unlikely,highly likely,Your sibling responds:,How likely do you think it is that we're having hamburgers?
2,main,prior,There's ground beef in the fridge.,low_certainty,positive,"After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which used to be hamburger night, but lately, Mom has stopped making hamburgers because they're too ""unhealthy"".",negative,we're having hamburgers,Are we having hamburgers for dinner?,You ask your sibling:,your sibling,highly unlikely,highly likely,Your sibling responds:,How likely do you think it is that we're having hamburgers?
2,main,prior,There's ground beef in the fridge.,low_certainty,positive,"After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which has been hamburger night the last couple weeks. ",neutral,we're having hamburgers,Are we having hamburgers for dinner?,You ask your sibling:,your sibling,highly unlikely,highly likely,Your sibling responds:,How likely do you think it is that we're having hamburgers?
2,main,prior,There's ground beef in the fridge.,low_certainty,positive,"After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which is usually hamburger night.",positive,we're having hamburgers,Are we having hamburgers for dinner?,You ask your sibling:,your sibling,highly unlikely,highly likely,Your sibling responds:,How likely do you think it is that we're having hamburgers?
3,main,prior,He works in the HR department.,non_answer,N/A,"Joe is the new guy at work, and he's pretty cute. You're thinking of asking him on a date, but if he's married that would be pretty awkward. On the other hand, he always works late, and goes to happy hour every week.",negative,Joe is married,Is Joe married?,You ask your coworker Laura:,Laura,highly unlikely,highly likely,Laura responds:,How likely do you think it is that Joe is married?
3,main,prior,He works in the HR department.,non_answer,N/A,"Joe is the new guy at work, and he's pretty cute. You're thinking of asking him on a date, but if he's married that would be pretty awkward.",neutral,Joe is married,Is Joe married?,You ask your coworker Laura:,Laura,highly unlikely,highly likely,Laura responds:,How likely do you think it is that Joe is married?
3,main,prior,He works in the HR department.,non_answer,N/A,"Joe is the new guy at work, and he's pretty cute. You're thinking of asking him on a date, but if he's married it would be pretty awkward, and you heard he has two children.",positive,Joe is married,Is Joe married?,You ask your coworker Laura:,Laura,highly unlikely,highly likely,Laura responds:,How likely do you think it is that Joe is married?
3,main,prior,He's single.,exhaustive,negative,"Joe is the new guy at work, and he's pretty cute. You're thinking of asking him on a date, but if he's married that would be pretty awkward. On the other hand, he always works late, and goes to happy hour every week.",negative,Joe is married,Is Joe married?,You ask your coworker Laura:,Laura,highly unlikely,highly likely,Laura responds:,How likely do you think it is that Joe is married?
3,main,prior,He's single.,exhaustive,negative,"Joe is the new guy at work, and he's pretty cute. You're thinking of asking him on a date, but if he's married that would be pretty awkward.",neutral,Joe is married,Is Joe married?,You ask your coworker Laura:,Laura,highly unlikely,highly likely,Laura responds:,How likely do you think it is that Joe is married?
3,main,prior,He's single.,exhaustive,negative,"Joe is the new guy at work, and he's pretty cute. You're thinking of asking him on a date, but if he's married it would be pretty awkward, and you heard he has two children.",positive,Joe is married,Is Joe married?,You ask your coworker Laura:,Laura,highly unlikely,highly likely,Laura responds:,How likely do you think it is that Joe is married?
3,main,prior,I just saw him on a dating app.,high_certainty,negative,"Joe is the new guy at work, and he's pretty cute. You're thinking of asking him on a date, but if he's married that would be pretty awkward. On the other hand, he always works late, and goes to happy hour every week.",negative,Joe is married,Is Joe married?,You ask your coworker Laura:,Laura,highly unlikely,highly likely,Laura responds:,How likely do you think it is that Joe is married?
3,main,prior,I just saw him on a dating app.,high_certainty,negative,"Joe is the new guy at work, and he's pretty cute. You're thinking of asking him on a date, but if he's married that would be pretty awkward.",neutral,Joe is married,Is Joe married?,You ask your coworker Laura:,Laura,highly unlikely,highly likely,Laura responds:,How likely do you think it is that Joe is married?
3,main,prior,I just saw him on a dating app.,high_certainty,negative,"Joe is the new guy at work, and he's pretty cute. You're thinking of asking him on a date, but if he's married it would be pretty awkward, and you heard he has two children.",positive,Joe is married,Is Joe married?,You ask your coworker Laura:,Laura,highly unlikely,highly likely,Laura responds:,How likely do you think it is that Joe is married?
3,main,prior,He went to the company picnic without a plus-one.,low_certainty,negative,"Joe is the new guy at work, and he's pretty cute. You're thinking of asking him on a date, but if he's married that would be pretty awkward. On the other hand, he always works late, and goes to happy hour every week.",negative,Joe is married,Is Joe married?,You ask your coworker Laura:,Laura,highly unlikely,highly likely,Laura responds:,How likely do you think it is that Joe is married?
3,main,prior,He went to the company picnic without a plus-one.,low_certainty,negative,"Joe is the new guy at work, and he's pretty cute. You're thinking of asking him on a date, but if he's married that would be pretty awkward.",neutral,Joe is married,Is Joe married?,You ask your coworker Laura:,Laura,highly unlikely,highly likely,Laura responds:,How likely do you think it is that Joe is married?
3,main,prior,He went to the company picnic without a plus-one.,low_certainty,negative,"Joe is the new guy at work, and he's pretty cute. You're thinking of asking him on a date, but if he's married it would be pretty awkward, and you heard he has two children.",positive,Joe is married,Is Joe married?,You ask your coworker Laura:,Laura,highly unlikely,highly likely,Laura responds:,How likely do you think it is that Joe is married?
3,main,prior,He's married to his high school sweetheart.,exhaustive,positive,"Joe is the new guy at work, and he's pretty cute. You're thinking of asking him on a date, but if he's married that would be pretty awkward. On the other hand, he always works late, and goes to happy hour every week.",negative,Joe is married,Is Joe married?,You ask your coworker Laura:,Laura,highly unlikely,highly likely,Laura responds:,How likely do you think it is that Joe is married?
3,main,prior,He's married to his high school sweetheart.,exhaustive,positive,"Joe is the new guy at work, and he's pretty cute. You're thinking of asking him on a date, but if he's married that would be pretty awkward.",neutral,Joe is married,Is Joe married?,You ask your coworker Laura:,Laura,highly unlikely,highly likely,Laura responds:,How likely do you think it is that Joe is married?
3,main,prior,He's married to his high school sweetheart.,exhaustive,positive,"Joe is the new guy at work, and he's pretty cute. You're thinking of asking him on a date, but if he's married it would be pretty awkward, and you heard he has two children.",positive,Joe is married,Is Joe married?,You ask your coworker Laura:,Laura,highly unlikely,highly likely,Laura responds:,How likely do you think it is that Joe is married?
3,main,prior,He's wearing a ring.,high_certainty,positive,"Joe is the new guy at work, and he's pretty cute. You're thinking of asking him on a date, but if he's married that would be pretty awkward. On the other hand, he always works late, and goes to happy hour every week.",negative,Joe is married,Is Joe married?,You ask your coworker Laura:,Laura,highly unlikely,highly likely,Laura responds:,How likely do you think it is that Joe is married?
3,main,prior,He's wearing a ring.,high_certainty,positive,"Joe is the new guy at work, and he's pretty cute. You're thinking of asking him on a date, but if he's married that would be pretty awkward.",neutral,Joe is married,Is Joe married?,You ask your coworker Laura:,Laura,highly unlikely,highly likely,Laura responds:,How likely do you think it is that Joe is married?
3,main,prior,He's wearing a ring.,high_certainty,positive,"Joe is the new guy at work, and he's pretty cute. You're thinking of asking him on a date, but if he's married it would be pretty awkward, and you heard he has two children.",positive,Joe is married,Is Joe married?,You ask your coworker Laura:,Laura,highly unlikely,highly likely,Laura responds:,How likely do you think it is that Joe is married?
3,main,prior,He lives in the suburbs.,low_certainty,positive,"Joe is the new guy at work, and he's pretty cute. You're thinking of asking him on a date, but if he's married that would be pretty awkward. On the other hand, he always works late, and goes to happy hour every week.",negative,Joe is married,Is Joe married?,You ask your coworker Laura:,Laura,highly unlikely,highly likely,Laura responds:,How likely do you think it is that Joe is married?
3,main,prior,He lives in the suburbs.,low_certainty,positive,"Joe is the new guy at work, and he's pretty cute. You're thinking of asking him on a date, but if he's married that would be pretty awkward.",neutral,Joe is married,Is Joe married?,You ask your coworker Laura:,Laura,highly unlikely,highly likely,Laura responds:,How likely do you think it is that Joe is married?
3,main,prior,He lives in the suburbs.,low_certainty,positive,"Joe is the new guy at work, and he's pretty cute. You're thinking of asking him on a date, but if he's married it would be pretty awkward, and you heard he has two children.",positive,Joe is married,Is Joe married?,You ask your coworker Laura:,Laura,highly unlikely,highly likely,Laura responds:,How likely do you think it is that Joe is married?
4,main,prior,She's a talented singer.,non_answer,N/A,"You're planning a vacation to Madrid, and you need a local's advice on what to do. You and your friend met a woman named Maria at a party the other day, but you don't remember where she's from.",negative,Maria is from Madrid,Is Maria from Madrid?,You ask your friend Chris:,Chris,highly unlikely,highly likely,Chris responds:,How likely do you think it is that Maria is from Madrid?
4,main,prior,She's a talented singer.,non_answer,N/A,"You're planning a vacation to Madrid, and you need a local's advice on what to do. You and your friend were at a party the other day, where you were talking about Spanish food with a woman named Maria.",neutral,Maria is from Madrid,Is Maria from Madrid?,You ask your friend Chris:,Chris,highly unlikely,highly likely,Chris responds:,How likely do you think it is that Maria is from Madrid?
4,main,prior,She's a talented singer.,non_answer,N/A,"You're planning a vacation to Madrid, and you need a local's advice on what to do. You and your friend were at a party the other day, where you were talking about Madrid with a woman named Maria.",positive,Maria is from Madrid,Is Maria from Madrid?,You ask your friend Chris:,Chris,highly unlikely,highly likely,Chris responds:,How likely do you think it is that Maria is from Madrid?
4,main,prior,She's from Amsterdam.,exhaustive,negative,"You're planning a vacation to Madrid, and you need a local's advice on what to do. You and your friend met a woman named Maria at a party the other day, but you don't remember where she's from.",negative,Maria is from Madrid,Is Maria from Madrid?,You ask your friend Chris:,Chris,highly unlikely,highly likely,Chris responds:,How likely do you think it is that Maria is from Madrid?
4,main,prior,She's from Amsterdam.,exhaustive,negative,"You're planning a vacation to Madrid, and you need a local's advice on what to do. You and your friend were at a party the other day, where you were talking about Spanish food with a woman named Maria.",neutral,Maria is from Madrid,Is Maria from Madrid?,You ask your friend Chris:,Chris,highly unlikely,highly likely,Chris responds:,How likely do you think it is that Maria is from Madrid?
4,main,prior,She's from Amsterdam.,exhaustive,negative,"You're planning a vacation to Madrid, and you need a local's advice on what to do. You and your friend were at a party the other day, where you were talking about Madrid with a woman named Maria.",positive,Maria is from Madrid,Is Maria from Madrid?,You ask your friend Chris:,Chris,highly unlikely,highly likely,Chris responds:,How likely do you think it is that Maria is from Madrid?
4,main,prior,She speaks Dutch.,high_certainty,negative,"You're planning a vacation to Madrid, and you need a local's advice on what to do. You and your friend met a woman named Maria at a party the other day, but you don't remember where she's from.",negative,Maria is from Madrid,Is Maria from Madrid?,You ask your friend Chris:,Chris,highly unlikely,highly likely,Chris responds:,How likely do you think it is that Maria is from Madrid?
4,main,prior,She speaks Dutch.,high_certainty,negative,"You're planning a vacation to Madrid, and you need a local's advice on what to do. You and your friend were at a party the other day, where you were talking about Spanish food with a woman named Maria.",neutral,Maria is from Madrid,Is Maria from Madrid?,You ask your friend Chris:,Chris,highly unlikely,highly likely,Chris responds:,How likely do you think it is that Maria is from Madrid?
4,main,prior,She speaks Dutch.,high_certainty,negative,"You're planning a vacation to Madrid, and you need a local's advice on what to do. You and your friend were at a party the other day, where you were talking about Madrid with a woman named Maria.",positive,Maria is from Madrid,Is Maria from Madrid?,You ask your friend Chris:,Chris,highly unlikely,highly likely,Chris responds:,How likely do you think it is that Maria is from Madrid?
4,main,prior,She has a French flag pin on her backpack.,low_certainty,negative,"You're planning a vacation to Madrid, and you need a local's advice on what to do. You and your friend met a woman named Maria at a party the other day, but you don't remember where she's from.",negative,Maria is from Madrid,Is Maria from Madrid?,You ask your friend Chris:,Chris,highly unlikely,highly likely,Chris responds:,How likely do you think it is that Maria is from Madrid?
4,main,prior,She has a French flag pin on her backpack.,low_certainty,negative,"You're planning a vacation to Madrid, and you need a local's advice on what to do. You and your friend were at a party the other day, where you were talking about Spanish food with a woman named Maria.",neutral,Maria is from Madrid,Is Maria from Madrid?,You ask your friend Chris:,Chris,highly unlikely,highly likely,Chris responds:,How likely do you think it is that Maria is from Madrid?
4,main,prior,She has a French flag pin on her backpack.,low_certainty,negative,"You're planning a vacation to Madrid, and you need a local's advice on what to do. You and your friend were at a party the other day, where you were talking about Madrid with a woman named Maria.",positive,Maria is from Madrid,Is Maria from Madrid?,You ask your friend Chris:,Chris,highly unlikely,highly likely,Chris responds:,How likely do you think it is that Maria is from Madrid?
4,main,prior,She was born and raised in Madrid.,exhaustive,positive,"You're planning a vacation to Madrid, and you need a local's advice on what to do. You and your friend met a woman named Maria at a party the other day, but you don't remember where she's from.",negative,Maria is from Madrid,Is Maria from Madrid?,You ask your friend Chris:,Chris,highly unlikely,highly likely,Chris responds:,How likely do you think it is that Maria is from Madrid?
4,main,prior,She was born and raised in Madrid.,exhaustive,positive,"You're planning a vacation to Madrid, and you need a local's advice on what to do. You and your friend were at a party the other day, where you were talking about Spanish food with a woman named Maria.",neutral,Maria is from Madrid,Is Maria from Madrid?,You ask your friend Chris:,Chris,highly unlikely,highly likely,Chris responds:,How likely do you think it is that Maria is from Madrid?
4,main,prior,She was born and raised in Madrid.,exhaustive,positive,"You're planning a vacation to Madrid, and you need a local's advice on what to do. You and your friend were at a party the other day, where you were talking about Madrid with a woman named Maria.",positive,Maria is from Madrid,Is Maria from Madrid?,You ask your friend Chris:,Chris,highly unlikely,highly likely,Chris responds:,How likely do you think it is that Maria is from Madrid?
4,main,prior,She's from Spain.,high_certainty,positive,"You're planning a vacation to Madrid, and you need a local's advice on what to do. You and your friend met a woman named Maria at a party the other day, but you don't remember where she's from.",negative,Maria is from Madrid,Is Maria from Madrid?,You ask your friend Chris:,Chris,highly unlikely,highly likely,Chris responds:,How likely do you think it is that Maria is from Madrid?
